title,author,google_id,recommender,recommender_count,category,publication_date,pages
Batman,Frank Miller,PUexDwAAQBAJ,Naval Ravikant,1,Comics & Graphic Novels,2019,
Battle Cry of Freedom,James M. McPherson,GXfGuNAvm7AC,Ta-Nehisi Coates,1,History,2003,952
Battle Studies,Ardant du Picq,SWUezQEACAAJ,Jocko Willink,1,History,2019,260
Be Here Now,Ram Dass,U8cGWu0uPmIC,Jack Kornfield|Steve Jobs|Travis Brewer,3,"Body, Mind & Spirit",2010,292
Beating Back the Devil,Maryn McKenna,Q_3CMS28mQQC,Jonathan Eisen,1,Medical,2008,320
Becoming,Michelle Obama,YbtNDwAAQBAJ,Barack Obama|Oprah Winfrey,2,Biography & Autobiography,2018,448
Becoming Steve Jobs,Brent Schlender,9ntoBAAAQBAJ,Bill Gates|Brian Armstrong|Ed Catmull|Jack Dorsey|Jim Collins|Keith Rabois|Marc Andreessen|Peter Attia,8,Biography & Autobiography,2015,464
Becoming Wise,Krista Tippett,xiIoCgAAQBAJ,Matt Mullenweg,1,Religion,2016,304
Becoming a Category of One,Joe Calloway,9SA05G2wKd0C,Mike Shinoda,1,Business & Economics,2003,223
Behave,Robert M. Sapolsky,sJKoDAAAQBAJ,Bryan Johnson|Marc Andreessen|Sam Harris|Vinod Khosla,4,Science,2017,800
Behind the Beautiful Forevers,Katherine Boo,bZ9e1u1Vct4C,Bill Gates|Nick Thompson,2,Social Science,2012,288
Behind the Cloud,Marc Benioff,ymXxwgEACAAJ,Eric Schmidt|Keith Rabois|Tony Robbins,3,Business & Economics,2009,304
Behold the Dreamers,Imbolo Mbue,nEcsDwAAQBAJ,Oprah Winfrey,1,Cameroonians,2017,416
Being Nixon,Evan Thomas,ZFoDBwAAQBAJ,Bill Gates,1,Biography & Autobiography,2015,640
Being Wrong,Kathryn Schulz,5OCnB78Bsp0C,Peter Attia,1,Psychology,2011,416
Believe Me,Eddie Izzard,Zd9JBgAAQBAJ,Bill Gates,1,Biography & Autobiography,2017,368
Beloved Demons,C. Anthony Martignetti,8ERwngEACAAJ,Amanda Palmer,1,Italian Americans,2013,226
Benjamin Franklin,Carl Van Doren,vMZWAAAAYAAJ,Charlie Munger,1,Statesmen,1973,845
Benjamin Franklin,Walter Isaacson,oIW915dDMBwC,Brandon Stanton|Ed Zschau|Elon Musk|George Raveling|Ray Dalio|Scott Belsky|Tim Ferriss,7,Biography & Autobiography,2003,608
Beowulf,Seamus Heaney,mlg7VKOvsZAC,Stewart Brand,1,Poetry,2009,256
Berlin Noir,Philip Kerr,ER86DwAAQBAJ,Lewis Cantley,1,Fiction,2017,240
Best American Poetry,David Lehman,F8RWDwAAQBAJ,Rolf Potts,1,Poetry,2018,240
Best Evidence,David S. Lifton,YVsPAAAACAAJ,Joe Rogan,1,History,1992,747
Between the World and Me,Ta-Nehisi Coates,nQb2CQAAQBAJ,Cal Fussman|Jack Dorsey,2,Biography & Autobiography,2015,176
Beyond Band of Brothers,Dick Winters,s-EmHY0iXPQC,Jocko Willink,1,History,2011,320
Beyond Entrepreneurship,Jim Collins,mcwxDQAAQBAJ,Reed Hastings,1,Business & Economics,2017,320
Beyond Good & Evil,Friedrich Nietzsche,LHTKIY4Id1AC,Jordan Peterson,1,Philosophy,2002,193
Beyond Ideology,Frances E. Lee,hAqgR9jJ7-UC,Ezra Klein,1,Political Science,2009,264
Beyond Religion,Dalai Lama,A3ZC0fjNjuQC,Ray Dalio,1,Philosophy,2011,188
Beyond Smoke and Mirrors,Douglas S. Massey,V25EPCC-6ecC,Bill Gates,1,Business & Economics,2003,199
Beyond Words,Carl Safina,jSuGDwAAQBAJ,Emma Watson,1,Science,2016,300
Beyond the Crash,Gordon Brown,Xori5EWKAQoC,Bill Gates,1,Business & Economics,2010,336
Big Cats,Holiday Reinhorn,DgJVINzmIN0C,Rainn Wilson,1,Fiction,2007,224
Big History,Cynthia Stokes Brown,HOaCuk6Wly0C,Bill Gates,1,History,2008,305
"Big World, Small Planet",Johan Rockström,hxuDCgAAQBAJ,Richard Branson,1,Nature,2015,208
Billion Dollar Whale,Tom Wright,VQL_wAEACAAJ,Alexis Ohanian|Bill Gates,2,Business & Economics,2019,400
Biography of the Dollar,Craig Karmin,7ejjSl4UYcgC,Tim Ferriss,1,Business & Economics,2009,265
Biohazard,Ken Alibek,wxfSAgAAQBAJ,Jonathan Eisen,1,History,2014,336
Bird by Bird,Anne Lamott,W3egDwAAQBAJ,Daniel Pink|Mark Bittman|Matt Mullenweg|Ramit Sethi|Ryan Holiday|Susan Cain|Tim Ferriss,7,Language Arts & Disciplines,2020,304
Bit Literacy,Mark Hurst,N7zXPAAACAAJ,Ev Williams,1,Business & Economics,2007,180
Black Beauty,Anna Sewell,3VqK9kjPlEAC,J.K. Rowling,1,Animal welfare,2010,48
Black Box Thinking,Matthew Syed,YLIYjgEACAAJ,Daniel Ek,1,,2016,352
Black Edge,Sheelah Kolhatkar,YYMzDwAAQBAJ,Max Levchin|Peter Attia,2,Business & Economics,2018,368
Black Elk,Joe Jackson,YCgKDAAAQBAJ,Joe Rogan,1,Biography & Autobiography,2016,624
Black Rednecks & White Liberals,Thomas Sowell,gMLieJOtWwIC,Ben Shapiro,1,,2010,580
Black Swan Green,David Mitchell,UTyysWsapG8C,Gretchen Rubin,1,Fiction,2008,300
Black and Blue,Anna Quindlen,UZbfdHcbLoMC,Oprah Winfrey,1,Abused women,2012,252
Blankie,Leslie Patricelli,S8ONDQAAQBAJ,Paul Graham,1,Juvenile Fiction,2017,24
Bleak House,Charles Dickens,KlsJAAAAQAAJ,Neil Gaiman,1,,1853,624
Blink,Malcolm Gladwell,VKGbb1hg8JAC,Ev Williams|Mike Shinoda,2,Business & Economics,2007,320
Blitzscaling,Reid Hoffman,HH5QDwAAQBAJ,Bill Gates|Brian Chesky|Eric Schmidt|Vinod Khosla,4,Business & Economics,2018,320
Blood Meridian,Cormac McCarthy,s-QzccStux4C,Jocko Willink,1,Fiction,2010,368
Blood and Guts in High School,Kathy Acker,LpwnDwAAQBAJ,Amanda Palmer,1,Fiction,2017,176
Blood and Thunder,Hampton Sides,JzwrddRHDIAC,Joe Rogan,1,History,2007,624
Bloodlands,Timothy Snyder,maEfAQAAQBAJ,Eric Weinstein|Peter Thiel,2,History,2012,544
Blue Highways,William Least Heat-Moon,lqN1DyLWwQsC,George Raveling,1,Travel,2012,420
Blue Mind,Wallace J. Nichols,ISc_AQAAQBAJ,Laird Hamilton,1,Psychology,2014,352
Blue Ocean Strategy,W. Chan Kim,1ktmDQAAQBAJ,Daymond John|Tim Ferriss,2,Business & Economics,2017,224
Blue Trout and Black Truffles,Joseph Wechsberg,Mw-SBQAAQBAJ,Nick Kokonas,1,Cooking,2005,288
Blueprint,Nicholas A. Christakis,DLI3yQEACAAJ,Bill Gates|Eric Schmidt,2,Science,2020,656
Body by Science,John R. Little,U5GFm1hgVpEC,Tim Ferriss,1,Sports & Recreation,2009,288
Bogart,Ann Sperber,hqREPgAACAAJ,Jerrod Carmichael,1,Biography & Autobiography,1998,688
Bogle On Mutual Funds,John C. Bogle,JwD0BgAAQBAJ,Mr. Money Mustache,1,Business & Economics,2015,368
Book of Longing,Leonard Cohen,ZSbiAXUaf34C,Craig Newmark,1,Poetry,2008,240
Born Standing Up,Steve Martin,Xjasgu7430UC,Adam Savage|Bill Nye|Jason Calacanis|Marc Andreessen,4,Biography & Autobiography,2008,224
Born a Crime,Trevor Noah,N97UCwAAQBAJ,Bill Gates,1,Biography & Autobiography,2016,304
Born to Run,Christopher McDougall,QQiPoNLNhLsC,Turia Pitt,1,Social Science,2011,287
Boundaries,Henry Cloud,RGg6aI79vgIC,Dave Ramsey|Greg McKeown,2,Religion,2008,304
Boyd,Robert Coram,GKPRoQEACAAJ,Paul Graham|Ryan Holiday,2,BIOGRAPHY & AUTOBIOGRAPHY,2014,283
Brain Architecture,Larry W. Swanson,4rAlwYWVEroC,Jordan Peterson,1,Medical,2012,331
Brain Rules,John Medina,86HoBAAAQBAJ,Bill Gates|James Altucher,2,Science,2014,304
Brave Enough,Cheryl Strayed,X5omCgAAQBAJ,Amelia Boone|Emma Watson,2,Self-Help,2015,160
Brave Men,Ernie Pyle,St1zCwAAQBAJ,Jocko Willink,1,History,2016,
Brave New War,John Robb,P2FL0DfnR-wC,Ryan Holiday,1,Political Science,2008,224
Brave New World,Aldous Huxley,cQ_tAQAAQBAJ,Jordan Peterson|Matt Mullenweg|Stewart Brand|Tristan Harris|Yuval Noah Harari,5,Fiction,2014,272
Breakfast at the Victory,James Carse,tuhqw13l0UkC,Graham Duncan,1,Philosophy,2009,224
Breaking The Habit of Being Yourself,Dr. Joe Dispenza,TvhX3ndbex4C,Dave Elitch,1,Self-Help,2012,240
Breaking the Male Code,Robert Garfield,pXECDAAAQBAJ,Esther Perel,1,Family & Relationships,2016,320
Breakthrough Advertising,Eugene M. Schwartz,BSf7AAAACAAJ,Neville Medhora|Ramit Sethi,2,Advertising,1966,236
"Breath, Eyes, Memory",Edwidge Danticat,hY8EAQAAQBAJ,Oprah Winfrey,1,Fiction,2003,236
Breathe,Belisa Vranich,bDLIDQAAQBAJ,Laird Hamilton,1,Health & Fitness,2017,240
Brief Interviews with Hideous Men,David Foster Wallace,0JDDTszyvAgC,Bill Gates,1,Fiction,2012,448
"Bright Lights, Big City",Jay McInerney,jJSbAgAAQBAJ,Eric Ripert,1,Fiction,2014,192
Bright Orange for the Shroud,John D. MacDonald,taoVamAQ58AC,Mike Rowe,1,Fiction,2013,304
Bringing Down the House,Ben Mezrich,CYwslODoc2cC,Howard Marks,1,Biography & Autobiography,2008,273
Broken,Don Winslow,U0qhDwAAQBAJ,Brian Koppelman,1,Fiction,2020,352
Broken Angels,Richard K. Morgan,L628zVGwNCUC,Zooko Wilcox,1,Fiction,2008,480
Broken Genius,Joel N. Shurkin,cRb_qzEwWWAC,Bill Gates,1,History,2006,378
Brothers Forever,Tom Sileo,FCySAgAAQBAJ,Jocko Willink,1,Biography & Autobiography,2014,312
Buddhism without Beliefs,Stephen Batchelor,Vx-eJKQsywIC,Edward Norton,1,Buddhism,1998,127
Buffett,Roger Lowenstein,MFkKf4zIqbkC,Bill Gates,1,Biography & Autobiography,2013,512
Building a StoryBrand,Donald Miller,b3xDDgAAQBAJ,Dave Ramsey,1,Business & Economics,2017,240
Building on Bedrock,Derek Lidow,L4M7DwAAQBAJ,Ed Zschau,1,Business & Economics,2018,288
Built To The Hilt,Josh Bryant,-iiKngEACAAJ,Charles Poliquin,1,Health & Fitness,2014,462
Built from Scratch,Bernie Marcus,SbmdDwAAQBAJ,Frank Blake,1,Business & Economics,2019,352
Built to Last,Jim Collins,kwNccj6uiLMC,Ev Williams|Jeff Bezos,2,Business & Economics,2011,368
Bull!,Maggie Mahar,X1amHI5ra3wC,Warren Buffett,1,Business & Economics,2009,528
Burr,Gore Vidal,btbPygEACAAJ,David Sabatini,1,Biography & Autobiography,2019,440
Bury the Chains,Adam Hochschild,8p6c9N5K2i0C,Jack Kornfield,1,History,2006,468
Business Adventures,John Brooks,DW0KogEACAAJ,Bill Gates|Patrick Collison|Warren Buffett,3,,2015,464
Business Boutique,Christy Wright,useSDwAAQBAJ,Dave Ramsey,1,Business & Economics,2017,336
But What If We're Wrong?,Chuck Klosterman,Lcd8DgAAQBAJ,Bryan Johnson|Marc Andreessen,2,Biography & Autobiography,2017,288
Buzzed,Cynthia Kuhn Ph.D.,E09QkgEACAAJ,Hamilton Morris,1,Drugs of abuse,1998,317
By Honor Bound,Tom Norris,AVUdvgAACAAJ,Jocko Willink,1,Biography & Autobiography,2017,304
C Programming Language,Brian W. Kernighan,Yi5FI5QcdmYC,Patrick Collison,1,Computers,1988,285
"COAN The Man, The Myth, The Method",Marty Gallagher,-CeAGwAACAAJ,Mark Bell|Tim Ferriss,2,Bodybuilding,1999,
Calculus Made Easy,Silvanus P. Thompson,ALFJvgAACAAJ,Naval Ravikant,1,,2016,286
Calculus On Manifolds,Michael Spivak,POIJJJcCyUkC,Eric Weinstein,1,Science,1971,160
California,Kevin Starr,antycYtRXOUC,Arnold Schwarzenegger,1,History,2007,370
Can Love Last?,Stephen A. Mitchell,BHDIMahMlhEC,Esther Perel,1,Family & Relationships,2003,224
Can You Forgive Her?,Anthony Trollope,-jPZoPaqz4sC,Tim O’Reilly,1,Fiction,2012,703
Can't Hurt Me,David Goggins,i-VtzQEACAAJ,Joe Rogan|Marc Andreessen,2,,2020,364
Cancer Ward,Aleksandr Solzhenitsyn,E3EzrwGivL4C,Jordan Peterson,1,Fiction,2003,576
Cancer as a Metabolic Disease,Thomas Seyfried,4lrIjiL_hw8C,Dominic D'Agostino,1,Science,2012,438
Candide,Voltaire,sRpdAAAAMAAJ,Ryan Holiday,1,Literary Criticism,1982,160
Cane River,Lalita Tademy,5OAdCwAAQBAJ,Oprah Winfrey,1,Fiction,2015,416
Capital in the Twenty-First Century,Thomas Piketty,dqEuDwAAQBAJ,Bill Gates,1,Business & Economics,2017,816
Capitalism without Capital,Jonathan Haskel,J3SYDwAAQBAJ,Bill Gates,1,Business & Economics,2018,296
Car,Harry Crews,p8fVDwAAQBAJ,Cal Fussman,1,Fiction,2020,208
Carbonel,Barbara Sleigh,qxGFiuo9CTkC,Paul Graham,1,Juvenile Fiction,2005,240
Carl Friedrich Gauss,Guy Waldo Dunnington,dUEYxwEACAAJ,Paul Graham,1,Mathematicians,1955,479
Carrie,Stephen King,gm1_ZjzjEboC,Darren Aronofsky,1,Fiction,2000,208
"Carry On, Mr. Bowditch",Jean Lee Latham,LMlmLAwIRagC,Bill Nye,1,Juvenile Fiction,2003,251
Cat's Cradle,Kurt Vonnegut,61W3aGvTVgIC,Ev Williams,1,Fiction,2010,304
Catch-22,Joseph Heller,Xfze51E7TEoC,Mark Bittman,1,Fiction,1999,415
Catching the Big Fish,David Lynch,qQqitBgFpOkC,Emma Watson,1,"Body, Mind & Spirit",2007,180
Catherine the Great,Robert K. Massie,NGRnPtYPI44C,Elon Musk,1,Biography & Autobiography,2012,639
Cent Éléphants sur un Brin D'Herbe,Dalai Lama,RFyiAAAACAAJ,Eric Ripert,1,Fiction,1997,250
Cervantes,Jean Canavaggio,K0tXjDijRAkC,David Blaine,1,Biography & Autobiography,1990,348
Change.edu,Andrew S Rosen,RovlCgAAQBAJ,Bill Gates,1,Education,2011,196
Changes in the Land,William Cronon,tcy8xSz5AxIC,Michael Pollan,1,History,2011,288
Changing Minds,Howard Gardner,JcHo9M6zD4AC,Ray Dalio,1,Psychology,2006,244
Changing on the Job,Jennifer Garvey Berger,rCV_JGe7teAC,Graham Duncan,1,Business & Economics,2011,224
Chapterhouse,Frank Herbert,ryot4Ag2GGQC,Elon Musk,1,Fiction,1987,436
Character Counts,John C. Bogle,cmzUplh0OXQC,Mr. Money Mustache,1,Business & Economics,2002,304
Charlie Chan,Earl Derr Biggers,tZZbhyktdiUC,Tim O’Reilly,1,,2003,348
Chasing Hillary,Amy Chozick,uEI9DwAAQBAJ,Marc Andreessen,1,Biography & Autobiography,2018,400
Childhood's End,Arthur C. Clarke,OcspAAAAQBAJ,Ben Shapiro|Kevin Kelly,2,Fiction,2012,258
Children of Dune,Frank Herbert,2ryWDwAAQBAJ,Elon Musk,1,Fiction,2019,624
Children with Enemies,Stuart Dischell,4h4wDwAAQBAJ,Rolf Potts,1,Poetry,2017,71
China Airborne,James Fallows,KZCPyrG6OdcC,Patrick Collison,1,Business & Economics,2013,268
Chronicles of Narnia Box Set,C. S. Lewis,ECp9xwEACAAJ,Chris Anderson,1,Fiction,2005,242
Churchill,Andrew Roberts,CiCbxgEACAAJ,Keith Rabois,1,Biography & Autobiography,2019,1152
Chéri,Colette,9wnmwgEACAAJ,J.K. Rowling,1,Fiction,2019,96
Cinnamon Skin,John D. MacDonald,1DTjAN1uTukC,Mike Rowe,1,Fiction,2013,336
Cirque du Soleil,John U. Bacon,KZ6IZaLUSDMC,Soman Chainani,1,Business & Economics,2010,144
Citizen,Claudia Rankine,vH68CQAAQBAJ,Cheryl Strayed,1,Poetry,2015,192
City of Thieves,David Benioff,4ljana-KhaMC,Brian Koppelman,1,Fiction,2008,258
Civilian Warriors,Erik Prince,SjXGoQEACAAJ,Marc Andreessen,1,Civil-military relations,2014,416
Civilisation,Kenneth Clark,42ZpBgAAQBAJ,Paul Graham,1,Art,2015,272
Class Warfare,Steven Brill,xOTpx1HR580C,Bill Gates,1,Education,2012,496
Classic Indian Cooking,Julie Sahni,wC-xrLWouSIC,Mark Bittman,1,Cooking,1980,560
Clear and Simple as the Truth,Francis-Noël Thomas,KdMjElxVbZkC,Steven Pinker,1,Language Arts & Disciplines,1996,225
Clocks and Culture,Carlo M. Cipolla,YSf9MVxa2JEC,Paul Graham,1,Business & Economics,2003,182
Code Girls,Liza Mundy,hBFSwAEACAAJ,Bill Nye,1,Juvenile Nonfiction,2018,272
Codependent No More,Melody Beattie,m1-JeIlPFCAC,Whitney Cummings,1,Self-Help,1992,250
Colder Than Hell,Joseph R. Owen,RBSUqN0-AnwC,Jocko Willink,1,History,2012,272
Collapse,Jared Diamond,jNQd9RpuJ-4C,Bill Gates|Stewart Brand,2,History,2013,608
Colloquial Turkish,Ad Backus,7yR_icdtJ7sC,Eric Weinstein,1,Foreign Language Study,2000,352
Committed,Elizabeth Gilbert,IUtEWlKnrLMC,Taylor Swift,1,Biography & Autobiography,2010,320
Common Sense on Mutual Funds,John C. Bogle,rgOeCAAAQBAJ,Mr. Money Mustache|Peter Mallouk|Warren Buffett,3,Business & Economics,2009,656
Common Stocks and Uncommon Profits,Philip A. Fisher,AKwWNQjLQQ4C,DJ Vlad|Warren Buffett,2,Business & Economics,1997,182
Company Commander,Charles B. Macdonald,gfkXTxRbFd0C,Jocko Willink,1,Soldiers,2006,309
Complexity,Roger Lewin,77xDnidtPS8C,Vlad Zamfir,1,Science,1999,234
Computation,Marvin Lee Minsky,9FRzyAEACAAJ,Alan Kay,1,Computers,1967,317
Concepts of Particle Physics,Kurt Gottfried,3N6BfEL9ZzwC,Eric Weinstein,1,Science,1986,206
Conceptual Physics,Paul G. Hewitt,kKvuAAAAMAAJ,Stewart Brand,1,Science,2008,816
Concorde,Geoffrey Knight,mnZTAAAAMAAJ,Paul Graham,1,Technology & Engineering,1976,176
"Conquest, Tribute and Trade",Howard J. Erlichman,cD5NSAAACAAJ,Nick Szabo,1,Business & Economics,2010,541
Conscious Business,Fred Kofman,iZgiZuhhqX0C,Reid Hoffman,1,Business & Economics,2008,392
Consider Phlebas,Iain M. Banks,3_bJKlAOecEC,Elon Musk|Stewart Brand,2,Fiction,2009,544
Consider the Lobster and Other Essays,David Foster Wallace,r3K6qSy-1mkC,Emma Watson,1,Fiction,2012,352
Conspiracy,Ryan Holiday,UFCzugEACAAJ,Brian Koppelman|Marc Andreessen,2,Conspiracies,2019,336
Conversations with Friends,Sally Rooney,4ZQnDwAAQBAJ,Taylor Swift,1,Fiction,2017,309
"Conversations with God, Book 1",Neale Donald Walsch,DxZDDwAAQBAJ,Travis Brewer,1,Religion,2018,304
"Conversations with God, Books 2 & 3",Neale Donald Walsch,6d4PnfwbRYoC,Travis Brewer,1,Self-Help,2000,256
Conversations with Major Dick Winters,Cole C. Kingseed,qF8IDAAAQBAJ,Jocko Willink,1,Biography & Autobiography,2014,281
Convict Conditioning,Paul Wade,mOArkgEACAAJ,Naval Ravikant,1,Health & Fitness,2012,294
Cooked,Michael Pollan,26aMDQAAQBAJ,Samin Nosrat,1,Cooking,2014,468
Cooking with the Seasons,Jean Louis Palladin,rtF3kQEACAAJ,Eric Ripert,1,Cooking,1989,222
Core Archery,Larry Wise,EAQmAAAACAAJ,Tim Ferriss,1,Sports & Recreation,2004,140
Cosmic Consciousness,Richard Maurice Bucke,TAdt2phAjY8C,Steve Jobs,1,"Body, Mind & Spirit",2000,114
Cosmos,Carl Sagan,cDKODQAAQBAJ,Bill Nye|Richard Branson,2,Science,2013,396
Count Zero,William Gibson,kVQrjwEACAAJ,Adam Savage,1,,2017,320
Courage,Osho,Bm6bDwAAQBAJ,Naval Ravikant,1,Self-Help,2019,240
Coyote America,Dan Flores,CSvXCwAAQBAJ,Joe Rogan,1,Science,2016,288
Cradle to Cradle,Michael Braungart,KFX5RprPGQ0C,Joe Gebbia,1,Nature,2010,208
Create Your Own Religion,Daniele Bolelli,mENihn6ssdUC,Aubrey Marcus,1,Religion,2013,344
Creating the Twentieth Century,Vaclav Smil,w3Mh7qQRM-IC,Bill Gates,1,History,2005,368
Creation,Steve Grand,aSqzKUnANM8C,Jeff Bezos,1,Computers,2003,230
Creative Selection,Ken Kocienda,h-RhDwAAQBAJ,Keith Rabois,1,Design,2018,
Creativity and the Brain,Mario Tokoro,HxFDjCLmojEC,Ray Dalio,1,Psychology,2007,143
"Creativity, Inc.",Ed Catmull,UqccAgAAQBAJ,Ezra Klein|Jason Calacanis|Mark Zuckerberg,3,Business & Economics,2014,368
Crime and Punishment,Fyodor Dostoyevsky,3QZIJ0JBVHAC,Esther Perel|Jordan Peterson|Larry King,3,Fiction,2006,272
Crime in Progress,Glenn Simpson,9pyyDwAAQBAJ,Ron Conway,1,Political Science,2019,368
Crossing the Chasm,Geoffrey A. Moore,KlX7scf-XgYC,Drew Houston|Ev Williams|Ron Conway|Seth Godin,4,Business & Economics,2009,256
Crowdsourcing,Jeff Howe,IMN0dUIxQWIC,Marc Benioff,1,Business planning,2009,312
Crucial Conversations,Kerry Patterson,VhkQpRH9D9gC,Max Levchin,1,Business & Economics,2011,288
Crush It!,Gary Vaynerchuk,9h7hCJTWWFMC,Mark Bell|Ryan Hoover,2,Business & Economics,2009,160
"Cry, the Beloved Country",Alan Paton,aUe-Dfez6gAC,Oprah Winfrey,1,Fiction,2003,320
Cryptonomicon,Neal Stephenson,Lw-00wTgBy8C,Ev Williams|Tim Ferriss,2,Fiction,2012,928
Cultural Amnesia,Clive James,H-FvCQAAQBAJ,Frank Blake,1,Literary Collections,2008,912
Cultural Strategy,Douglas Holt,CDgtbanRLT8C,Keith Rabois,1,Business & Economics,2010,387
Cumulus,Eliot Peper,KhioDAEACAAJ,Daniel Pink|Ev Williams,2,Intelligence officers,2016,214
Cyrano de Bergerac,Edmond Rostand,Sm8ipv8UaWwC,Aubrey Marcus,1,Literary Collections,2012,186
DMT,Rick Strassman,-mAoDwAAQBAJ,Joe Rogan,1,"Body, Mind & Spirit",2014,400
Dad Is Fat,Jim Gaffigan,ctk4DwAAQBAJ,Bill Gates,1,Families,2017,315
Daemon,Daniel Suarez,BVm2ALcKqVMC,Elon Musk|Eric Weinstein,2,Fiction,2013,475
Daily Rituals,Mason Currey,ScZtDwAAQBAJ,B.J. Novak,1,Language Arts & Disciplines,2019,
Dancing Naked in the Mind Field,Kary Mullis,X1o81hN4lCwC,Ev Williams|Peter Attia,2,Biography & Autobiography,2010,240
Dancing in the Glory of Monsters,Jason Stearns,DKk4DgAAQBAJ,Patrick Collison,1,History,2012,416
Dapper Dan,Daniel R. Day,lzRzDwAAQBAJ,Ben Horowitz,1,Biography & Autobiography,2019,304
Daring Greatly,Brené Brown,3rF7vvXa_yIC,Chase Jarvis|Matt Mullenweg,2,Business & Economics,2013,304
Das Energi,Paul Williams,ODALAAAACAAJ,Steve Jobs,1,"Body, Mind & Spirit",1980,160
Das Kapital,Karl Marx,qqF2DUEnsZgC,Elon Musk,1,Political Science,2012,356
Data-Driven Marketing,Mark Jeffery,rxc4DwAAQBAJ,Jeff Bezos,1,Business & Economics,2010,298
Daughter of Fortune,Isabel Allende,oyzIAgAAQBAJ,Oprah Winfrey,1,Fiction,2014,432
Days of Rage,Bryan Burrough,PAvTCwAAQBAJ,Marc Andreessen,1,Radicalism,2016,585
De Re Militari,Flavius Vegetius Renatus,LI8vuwEACAAJ,Jocko Willink,1,History,2018,280
Dealers of Lightning,Michael A. Hiltzik,lzgOduibRJgC,Patrick Collison,1,Business & Economics,2009,480
Dealing with China,Henry M. Paulson,GpipRaXG5dQC,Mark Zuckerberg,1,Business & Economics,2015,400
Dear Founder,Maynard Webb,BvRGswEACAAJ,Ron Conway,1,BUSINESS & ECONOMICS,2018,331
Death,Neil Gaiman,ZuHhnQEACAAJ,Amanda Palmer,1,Comics & Graphic Novels,2014,320
Death of a Salesman,Arthur Miller,jeoQ0zmQ5VsC,Daniel Pink|Tim Ferriss,2,Drama,1980,104
Death's End,Cixin Liu,A_1oCAAAQBAJ,Adam Savage,1,Fiction,2016,592
Debt,David Graeber,yIMxuAAACAAJ,Seth Godin,1,Debt,2012,534
Debt-Free Degree,Anthony ONeal,PyKtDwAAQBAJ,Dave Ramsey,1,Business & Economics,2019,224
Decisive,Chip Heath,yW0oYGaPcLEC,Julia Galef,1,Business & Economics,2013,320
Decoded,Jay-Z,gyXHBAAAQBAJ,LeBron James|Mark Zuckerberg,2,Biography & Autobiography,2010,336
Deep,James Nestor,KjAlAwAAQBAJ,M. Sanjayan,1,Sports & Recreation,2014,364
Deep Learning,Ian Goodfellow,Np9SDQAAQBAJ,Vinod Khosla,1,Computers,2016,775
Deep Medicine,Eric Topol,7iFlDwAAQBAJ,Keith Rabois,1,Health & Fitness,2019,400
Deep Simplicity,John Gribbin,df6x_T0yDioC,Charlie Munger,1,Science,2004,275
Deep Survival,Laurence Gonzales,jU7VjwEACAAJ,Joel McHale|Kelly Starrett|Laird Hamilton,3,Science,2017,336
Deep Work,Cal Newport,lZpFCgAAQBAJ,Tim Ferriss,1,Business & Economics,2016,304
Delivering Happiness,Tony Hsieh,vyFCcgAACAAJ,Chip Conley|Gretchen Rubin|Julie Rice|Tim Ferriss,4,Business & Economics,2013,272
Dementia Præcox and Paraphrenia,Emil Kraepelin,S0tQAQAAIAAJ,Stanislav Grof,1,History,2002,331
Democracy in America,Alexis de Tocqueville,UXkJ0gvjS0AC,Patrick Collison,1,Philosophy,2004,941
Demons,Fyodor Dostoyevsky,lelBBAAAQBAJ,Ben Shapiro|Jordan Peterson,2,Philosophy,2013,768
Deng Xiaoping and the Transformation of China,Ezra F. Vogel,3IaR-FxlA6AC,Bill Gates,1,Biography & Autobiography,2011,384
Desert Solitaire,Edward Abbey,lkhMtksYyhYC,Maria Popova,1,Biography & Autobiography,1988,255
Destined for War,Graham Allison,ytlVyQEACAAJ,Fareed Zakaria|Ray Dalio|Walter Isaacson,3,Balance of power,2019,400
Destiny of the Republic,Candice Millard,bRFQ74gYlPAC,M. Sanjayan,1,History,2011,368
Deviate,Beau Lotto,4TJDCgAAQBAJ,Bryan Johnson,1,Science,2017,256
Devil's Bargain,Joshua Green,60olDwAAQBAJ,Marc Andreessen,1,Political Science,2017,304
Diagnostic and Statistical Manual of Mental Disorders,American Psychiatric Association,-JivBAAAQBAJ,Stanislav Grof,1,Medical,2013,991
Diaspora,Greg Egan,w8eVDwAAQBAJ,Naval Ravikant,1,Fiction,2019,400
